,Unnamed: 0,id,price,heading,link,make,model,odometer_km,year,colour,location,engine_power_max_kW,engine_size_l,engine_fuel_type,engine_fuel_tank_l,engine_transmission,performace_0_to_100_s,performace_speed_max_kmph,economy_fuel_consumption_lpkm,economy_fuel_range_km,economy_CO2_gpkm,safety_ABS,safety_EBD,safety_brake_assist,safety_driver_airbag,safety_passenger_airbag,safety_airbag_quantity,features_bluetooth,features_aircon,specs_doors,specs_seats,specs_kerb_weight,history_num_owners,options,description,img_link
99,447,447,94900.0,2014 Chevrolet Sonic 1.6 Ls 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Chevrolet-Sonic-1.6-Ls-5dr-Western-Cape-Kuils-River/5351835/,chevrolet,chevrolet sonic,108500.0,2014.0,grey,western cape,85.0,1.6,p,46.0,m,11.3,189.0,6.5,708.0,155.0,True,True,False,True,True,4.0,True,True,5.0,5.0,1170.0,,"
-
","At WINGFIELD MOTORS our customers is king!Before delivery, this vehicle will receive a Multi-point quality inspection before being subjected to an AA DEKRA roadworthiness test. We will trade in any vehicle on this transaction and ensure you receive a pleasant buying experience. Finance and Insurance can be arranged from our premises by our highly qualified and experienced staff. You can be assured of great aftersales service, should this be required. This vehicle can be delivered country wide at an agreed cost. Please ask about our optional mechanical breakdown insurance for your new vehicle. We also provide optional service plans to ensure you do not experience sudden servicing costs.Submit an enquiry on this vehicle NOW !!",
100,448,448,94900.0,2013 Ford Figo 1.4 Ambiente for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Ford-Figo-1.4-Ambiente-Western-Cape-Vredenburg/5436067/,ford,ford figo,,2013.0,grey,western cape,62.0,1.4,p,45.0,m,13.1,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1070.0,,"
-
","Estimated monthly payment is R 1 940 over 60 months with a 10% deposit of R 9 490
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5436067.jpg?v=2545610542
101,449,449,94950.0,2013 Ford Figo 1.4 Ambiente for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Ford-Figo-1.4-Ambiente-Western-Cape-Parow/5444430/,ford,ford figo,99110.0,2013.0,silver/grey,western cape,62.0,1.4,p,45.0,m,13.1,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1070.0,,"
Aircon, Alloy Wheels ",Very Neat Interior and Exterior Condition No AccidentsMotus 101 quality mechanical checks done Full Service History Fast and excellent finance approvals ratings at our dealershipOptional extended warranties and service plan available We assist with accessories fitment such as smash and grabNationwide delivery service available on request Finance is available with all major banks All Trade-ins are welcome Call now to book a test drive Price is excluding R800 licence and registration costPlease note the mileage might have changed from the time this ad was placed,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5444430.jpg?v=699151858
102,450,450,94990.0,2017 Suzuki Celerio 1.0 GA for sale  in Western Cape,www.cars.co.za/for-sale/used/2017-Suzuki-Celerio-1.0-GA-Western-Cape-Bellville/3592600/,suzuki,suzuki celerio,44522.0,2017.0,silver,western cape,50.0,1.0,p,35.0,m,14.0,155.0,4.7,745.0,110.0,True,True,False,True,True,2.0,False,True,5.0,5.0,835.0,,"
ABS, Air bags, Aircon, Full service record, Motorplan, Radio ",In excellent conditionFull service historyBalance of factory warrantyTrade-ins welcomeAssistance with financeExtended warranties available,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/3592600.jpg?v=1518659371
103,451,451,94990.0,2017 Suzuki Celerio 1.0 GA for sale  in Western Cape,www.cars.co.za/for-sale/used/2017-Suzuki-Celerio-1.0-GA-Western-Cape-Bellville/4294974/,suzuki,suzuki celerio,38974.0,2017.0,grey,western cape,50.0,1.0,p,35.0,m,14.0,155.0,4.7,745.0,110.0,True,True,False,True,True,2.0,False,True,5.0,5.0,835.0,,"
ABS, Aircon, Air bags, Alarm, Full service record, Motorplan, Radio ",In excellent conditionFull service historyBalance of factory warrantyTrade-ins welcomeAssistance with financeExtended warranties and service plans availableT & C's apply,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4294974.jpg?v=4081497953
104,452,452,94990.0,2013 Ford Figo 1.4 Tdci Ambiente for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Ford-Figo-1.4-Tdci-Ambiente-Western-Cape-Bellville/5407131/,ford,ford figo,95500.0,2013.0,charcoal,western cape,51.0,1.4,d,45.0,m,15.8,163.0,5.3,849.0,139.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1100.0,,"
ABS, Aircon, Alarm, Air bags, Full service record ",very light on fuel like new,
105,453,453,89990.0,2013 Kia Picanto 1.0 Lx for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Kia-Picanto-1.0-Lx-Western-Cape-Wynberg/5204731/,kia,kia picanto,78000.0,2013.0,charcoal,western cape,51.0,1.0,p,35.0,m,14.0,155.0,4.9,714.0,117.0,False,False,False,True,True,2.0,False,True,5.0,5.0,940.0,,"
Air bags, Alarm, Aircon, Electric Windows, Full service record, Radio, Leather seats ",Immaculate -Fuel Saver. Must be seen and test driven to be appreciated. Has USB - ipod and Aux inputs . Call us Today. Finance can be arranged. Vehicle comes with Roadworthy and Service prior to delivery at NO COST TO YOU!!! WAS 99950. BLACK FRIDAY SPECIAL - NOW 89990!!WARRANTY AVAILABLECall Garth on 0835307988,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5204731.jpg?v=1978791929
106,454,454,94995.0,2015 Chevrolet Spark 1.2 L 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2015-Chevrolet-Spark-1.2-L-5dr-Western-Cape-Strand/5256539/,chevrolet,chevrolet spark,60500.0,2015.0,silver,western cape,60.0,1.2,p,35.0,m,13.3,164.0,5.4,648.0,129.0,True,True,False,True,True,2.0,True,True,5.0,4.0,970.0,,"
Digital rev counter ,Passenger airbag , Air conditioning. ","The Chevrolet Spark combines efficiency, style, and comfort into one compact vehicle. With a strong focus on eco-friendly driving. To booka test drive contact Philwest Volkswagen located in Helderberg today.",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5256539.jpg?v=277013831
107,455,455,94995.0,2013 Toyota Aygo 1.0 Wild 5dr for sale  in Western Cape,www.cars.co.za/for-sale/used/2013-Toyota-Aygo-1.0-Wild-5dr-Western-Cape-Malmesbury/5392369/,toyota,toyota aygo,118000.0,2013.0,silver,western cape,50.0,1.0,p,35.0,m,14.2,157.0,4.6,761.0,102.0,True,True,True,True,True,4.0,False,True,5.0,5.0,830.0,,"
114 Point Mechanical Check, Very Economical Vehicle, Powersteering, Service Plan Optional Extra, Extended Warranty Optional Extra, We Deliver Country Wide ","Estimated monthly payment is R 1 950 over 60 months with a 10% deposit of R 9 500
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5392369.jpg?v=853493742
108,457,457,94995.0,2012 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Table-View/5445586/,volkswagen,volkswagen polo vivo,148000.0,2012.0,reflex silver metall,western cape,55.0,1.4,p,45.0,m,12.9,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,"
-
",,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5445586.jpg?v=3863696015
109,458,458,95000.0,2011 Suzuki Alto 1.0 Gls for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Suzuki-Alto-1.0-Gls-Western-Cape-Cape-Town/5260991/,suzuki,suzuki alto,107418.0,2011.0,black,western cape,50.0,1.0,p,35.0,m,12.0,145.0,5.7,614.0,132.0,True,True,True,True,True,2.0,False,True,5.0,4.0,895.0,,"
Air Conditioning,Airbags,Central Locking,Drink Holder,Fog Lights,Front Electric Windows,Full Spare Wheel,Manual,Power Steering,Radio/CD,Third Rear Seat,Tinted Windows ","Estimated monthly payment is R 1 950 over 60 months with a 10% deposit of R 9 500
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5260991.jpg?v=3068814674
110,459,459,95000.0,2011 Toyota Yaris Zen1 3dr for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Toyota-Yaris-Zen1-3dr-Western-Cape-Robertson/5326543/,toyota,toyota yaris,105000.0,2011.0,silver,western cape,51.0,1.0,p,42.0,m,16.5,155.0,5.4,778.0,127.0,True,True,True,True,True,2.0,False,False,3.0,5.0,977.0,,"
-
",,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5326543.jpg?v=2251872637
111,460,460,97400.0,2013 Ford Fiesta 1.0 Ecoboost Trend 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Ford-Fiesta-1.0-Ecoboost-Trend-5dr-Western-Cape-Cape-Town/5451390/,ford,ford fiesta,120281.0,2013.0,midnight,western cape,92.0,1.0,p,42.0,m,9.4,196.0,4.3,977.0,99.0,True,True,True,True,True,2.0,True,True,5.0,5.0,1135.0,,"
-
","AVAILABLE AT WYNBERG-CAPE TOWN: Features include: Radio, central locking, aircon. AVAILABLE AT WYNBERG-CAPE TOWN: Features include: Radio, central locking, aircon.",
112,461,461,98000.0,2012 Hyundai i20 1.4 for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Hyundai-i20-1.4-Western-Cape-Villiersdorp/5371345/,hyundai,hyundai i20,126949.0,2012.0,silver,western cape,74.0,1.4,p,45.0,m,11.6,180.0,5.8,776.0,138.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1033.0,,"
ABS, Air bags, Aircon, Alarm, Electric Windows, Radio ",126 949 kmElecrtic WindowsElectric MirrorsMulti Function SteeringHyundai RadioBluetooth/Aux/USBAirconPower Steering6-SpeedFinance Available From +-R 2400p/mR 98 000FINANCE AVAILABLEMichelloContact:_071 515 3771__028 007 0289_,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5371345.jpg?v=3101487842
113,462,462,99500.0,2013 Volkswagen Polo Vivo 1.4 Trendline 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Volkswagen-Polo-Vivo-1.4-Trendline-5Dr-Western-Cape-Bellville/5430269/,volkswagen,volkswagen polo vivo,140000.0,2013.0,reflex silver metall,western cape,63.0,1.4,p,45.0,m,12.2,177.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1061.0,,"
-
","Metallic paint, Alloy wheels, Radio, Air-conditioning. This is a Used car available from Barons Bellville. We can assist with finance, insurance and warranty quotes. Trade-ins welcome and delivery can be arranged countrywide.",
114,463,463,99750.0,2010 Volkswagen Polo Vivo 1.4 Trendline 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2010-Volkswagen-Polo-Vivo-1.4-Trendline-5Dr-Western-Cape-Oudtshoorn/5355055/,volkswagen,volkswagen polo vivo,85000.0,2010.0,black magic,western cape,63.0,1.4,p,45.0,m,12.2,177.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1061.0,,"
ABS, Air bags, Alarm, Aircon, Full service record, Radio ","Factory Fitted Options Included:Air conditioning(9AB) Y R 0.00 Alloy Wheel package 6J x 14""(PJ1) R 2,175.00 Radio/CD/MP3 package with 4 speakers(RA2) R 2,754.00 Anti-theft alarm with Immobilization device(WD1) R 1,228.00",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5355055.jpg?v=4190680233
115,464,464,99900.0,2015 TATA Indica Vista 1.4 INI Bounce for sale in Western Cape,www.cars.co.za/for-sale/used/2015-TATA-Indica-Vista-1.4-INI-Bounce-Western-Cape-Kuils-River/3506638/,tata,tata indica,29875.0,2015.0,silver,western cape,55.0,1.4,p,44.0,m,14.0,150.0,6.7,657.0,159.0,False,False,False,False,False,,False,True,5.0,5.0,1035.0,,"
ABS Brakes,Air Conditioning,Airbags,Alarm,Alloy Wheels,Central Locking,Electric Windows,Front Electric Windows,Full Spare Wheel,Immobilizer,Locknuts,Radio/CD,Smash and Grab Windows Tints ","At WINGFIELD MOTORS our customers is king!Before delivery, this vehicle will receive a Multi-point quality inspection before being subjected to an AA DEKRA roadworthiness test. We will trade in any vehicle on this transaction and ensure you receive a pleasant buying experience. Finance and Insurance can be arranged from our premises by our highly qualified and experienced staff. You can be assured of great aftersales service, should this be required. This vehicle can be delivered country wide at an agreed cost. Please ask about our optional mechanical breakdown insurance for your new vehicle. We also provide optional service plans to ensure you do not experience sudden servicing costs.Submit an enquiry on this vehicle NOW !!",
116,466,466,99900.0,2014 Hyundai i10 1.25 Gls for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Hyundai-i10-1.25-Gls-Western-Cape-Strand/5272609/,hyundai,hyundai i10,74000.0,2014.0,grey,western cape,64.0,1.2,p,35.0,m,12.3,169.0,4.7,745.0,113.0,True,True,False,True,True,2.0,False,True,5.0,5.0,885.0,,"
-
","Funky little city hopper, low on fuel consumption easy to drive, and now available , but you have to act quick to make this little beaut yourselectric windows, CD player and moreUnbelievable value for money , Call now to make it yours!!Finance Available and Trade-ins Welcome",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5272609.jpg?v=2781857801
117,467,467,99900.0,2014 Nissan Micra 1.5i TEKNA for sale  in Western Cape,www.cars.co.za/for-sale/used/2014-Nissan-Micra-1.5i-TEKNA-Western-Cape-Worcester/5278015/,nissan,nissan micra,57800.0,2014.0,grey,western cape,73.0,1.5,p,41.0,m,11.0,180.0,6.3,651.0,150.0,True,True,True,True,True,6.0,True,True,5.0,5.0,954.0,,"
ABS, Air bags, Aircon, Climate control, Electric Windows, Full service record, Radio ",PLEASE PHONE GUSTAV 0828745566,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5278015.jpg?v=2071735752
118,473,473,99900.0,2013 Volkswagen Polo Vivo 1.4 Blueline 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Volkswagen-Polo-Vivo-1.4-Blueline-5Dr-Western-Cape-Durbanville/5434351/,volkswagen,volkswagen polo vivo,124000.0,2013.0,silver,western cape,55.0,1.4,p,45.0,m,13.6,170.0,5.4,833.0,138.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1058.0,,"
-
","Only 124 000km with a full service history from VW. This car is very well looked after inside and out and in absolute stunning condition. Spotless silver exterior and clean and comfortable interior.Features: Alloy wheelsClimate controlAircondistioner, powersteeringAirbagPrice: R99 900 (We arrange Wesbank Financing and we do accpt trade-ins)Contact Jaco on 082 570 6220 or Rikus on 071 234 7099",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5434351.jpg?v=3592055956
119,474,474,99900.0,2016 Kia Picanto 1.0 LS for sale in Western Cape,www.cars.co.za/for-sale/used/2016-Kia-Picanto-1.0-LS-Western-Cape-Cape-Town/5435211/,kia,kia picanto,49694.0,2016.0,silver,western cape,51.0,1.0,p,35.0,m,14.0,155.0,4.9,714.0,117.0,False,False,False,True,False,1.0,False,True,5.0,5.0,940.0,,"
-
","Contact dealer for more information Nationwide delivery available, and Test drives welcome.	Prices exclude Documentation, Licensing and Admin fees of R4650excl. VAT.For more info, contact: •	Benjamin 021-595-7017 or 082 875 8057•	Nazeem 021-595-7031 or 083 325 2226•	Melina 021-595-7094 or 076 659 6550 •	Moses 021-595-7011 or 073 189 6416",
120,475,475,99900.0,2012 Toyota Aygo 1.0 Wild 5dr for sale  in Western Cape,www.cars.co.za/for-sale/used/2012-Toyota-Aygo-1.0-Wild-5dr-Western-Cape-Worcester/5437621/,toyota,toyota aygo,68000.0,2012.0,silver,western cape,50.0,1.0,p,35.0,m,14.2,157.0,4.6,761.0,102.0,True,True,True,True,True,4.0,False,True,5.0,5.0,830.0,,"
ABS, Aircon, Electric Windows, Full service record ",VERY POPULAR AND ECONOMICALDELIVERY NATION WIDEKOENIE0735942957,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5437621.jpg?v=2793706696
121,476,476,99900.0,2012 Opel Corsa 1.4 Essentia 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Opel-Corsa-1.4-Essentia-5dr-Western-Cape-Caledon/5445598/,opel,opel corsa,122000.0,2012.0,silver,western cape,74.0,1.4,p,45.0,m,12.4,173.0,5.8,776.0,136.0,True,True,True,True,True,2.0,True,True,5.0,5.0,1130.0,,"
-
",,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5445598.jpg?v=1692817432
122,478,478,99901.0,2014 Nissan Micra 1.2 Visia+ Insync 5dr (d86v) for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Nissan-Micra-1.2-Visia-Insync-5dr-d86v-Western-Cape-Mossel-Bay/5168553/,nissan,nissan micra,95674.0,2014.0,silver,western cape,56.0,1.2,p,41.0,m,13.2,166.0,5.2,789.0,124.0,True,True,True,True,True,4.0,False,True,5.0,5.0,909.0,,"
Radio/CD, Electric Windows / Front, Space Saver Sparewheel, Aircon, ",,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5168553.jpg?v=3658122654
123,479,479,99901.0,2016 Chevrolet Spark 1.2 L 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2016-Chevrolet-Spark-1.2-L-5dr-Western-Cape-Mossel-Bay/5172807/,chevrolet,chevrolet spark,35000.0,2016.0,silver,western cape,60.0,1.2,p,35.0,m,13.3,164.0,5.4,648.0,129.0,True,True,False,True,True,2.0,True,True,5.0,4.0,970.0,,"
Air Conditioner, CD Front Loader, Central Locking Remote, Radio/CD, Electric Windows, ",,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5172807.jpg?v=3571697603
124,480,480,99990.0,2017 Suzuki Celerio 1.0 GA for sale  in Western Cape,www.cars.co.za/for-sale/used/2017-Suzuki-Celerio-1.0-GL-Western-Cape-Brackenfell/4767009/,suzuki,suzuki celerio,63600.0,2017.0,silver,western cape,50.0,1.0,p,35.0,m,14.0,155.0,4.7,745.0,110.0,True,True,False,True,True,2.0,False,True,5.0,5.0,835.0,,"
ABS, Aircon, Air bags, Full service record, Radio ","2017 Suzuki Celerio 1.0 GA(Discounted from R109 990)Excellent Condition, Low Mileage, Full Service Record, Power Steering, Aircon, Airbags, ABS.Trade ins Welcome, Finance Available.BESSIE BESTER MOTORS.co.zaFor Good Clean Used VehiclesOld Paarl Road BrackenfellTel:021-982 2991GPS Coordinates33.8724° S, 18.6991° ERMI / MIO / IDA MembersOn Average we have 60+ VehiclesCars / Bakkies / SUV’s / Buses / 4x4’s / Bikes We Buy / We Sell / We FinancePrivate 2 Private Auto FinanceSell your Car on consignmentTrade in’s Always WelcomeNo Deposit Deals PossibleExtended WarrantiesInsurance QuotesBank ApprovedFSP 28260We are People’s People / Open Door PolicyOwner Operated & InvolvementNo Stories.No Hidden AgendasWe want to put you in your Dream CarEffortless with a Win / Win OutcomeTalk to us We Want to Do DealsStriving to be Your Dealer of ChoiceRobin Fester :060-661 6885Gillmore Rhode:072-271 7255Albie Kotze :066-271 4674Bessie Bester :082-659 9177Heinie Lombard:083-234 4044***STOCK URGENTLY REQUIRED***We Pay that Extra $$$ if it’s CLEAN!!!",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4767009.jpg?v=3878152296
125,482,482,99990.0,2013 Nissan Micra 1.2 Visia+ 5dr (d82) for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Nissan-Micra-1.2-Visia-5dr-d82-Western-Cape-Worcester/5119559/,nissan,nissan micra,130000.0,2013.0,silver,western cape,56.0,1.2,p,41.0,m,13.2,166.0,5.2,789.0,124.0,True,True,True,True,True,4.0,False,True,5.0,5.0,909.0,,"
ABS, Aircon, Electric Windows, Air bags, Radio, Full service record ",2013 NISSAN MICRA 1.2 VISIA+ 5DRFINANCING AVAILABLE AT ALL MAJOR BANKSCONTACT HENRY ON 06150228789,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5119559.jpg?v=3810558234
126,483,483,99990.0,2017 Datsun Go 1.2 LUX (AB) for sale in Western Cape,www.cars.co.za/for-sale/used/2017-Datsun-Go-1.2-LUX-AB-Western-Cape-Cape-Town/5124693/,datsun,datsun go,28000.0,2017.0,silver/grey,western cape,50.0,1.2,p,35.0,m,13.3,161.0,5.2,673.0,123.0,False,False,False,True,False,1.0,False,True,5.0,5.0,788.0,,"
Aircon, Bluetooth, Cloth Trim, Electric Windows, Metallic Paint, Radio/CD ","Ford Cape Town with another best buy! This Nissan Go is in mint condition with lots of space.Low cost maintenance and best fuel saver. Comes with lots of extras: driver Air Bag, power windows front, Radio CD with Blue tooth, Power steering, Central locking &amp; air conditioner.-Balance of 3yr/100000 km warranty till 2021.-Sameday on floor finance is available.-Contact us today for your test drive",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5124693.jpg?v=3098874937
127,485,485,99990.0,2011 Renault Sandero 1.6 Stepway for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Renault-Sandero-1.6-Stepway-Western-Cape-Goodwood/5258179/,renault,renault sandero,121000.0,2011.0,silver,western cape,64.0,1.6,p,50.0,m,11.5,175.0,7.5,667.0,180.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1048.0,,"
Air bags, Aircon, Electric Windows, Radio, Full service record ",Excellent condition with service history.No deposit required.Same day finance available.Trade ins accepted.Contact Margie on 0845478613,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5258179.jpg?v=498595919
128,486,486,99990.0,2014 Ford Figo 1.4 Tdci Ambiente for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Ford-Figo-1.4-Tdci-Ambiente-Western-Cape-Bellville/5282351/,ford,ford figo,111048.0,2014.0,grey,western cape,51.0,1.4,d,45.0,m,15.8,163.0,5.3,849.0,139.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1100.0,,"
ABS, Aircon, Air bags, Full service record, Radio ",A/CON P/S ABS A/BAGS C/L R/CD AUX FULL SERVICE HISTORY,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5282351.jpg?v=998040999
129,487,487,99990.0,2013 Hyundai i10 1.25 Gls for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Hyundai-i10-1.25-Gls-Western-Cape/5441142/,hyundai,hyundai i10,111163.0,2013.0,silver,western cape,64.0,1.2,p,35.0,m,12.3,169.0,4.7,745.0,113.0,True,True,False,True,True,2.0,False,True,5.0,5.0,885.0,,"
ABS, Aircon, Electric Windows, Air bags, Alarm, Radio ","This i10 1.25 fluid has enjoyed single ownership from new and also enjoyed a full servioce history with the agents..Snap this low miler up now and discuss your trade in or finance requirements with us..We can assist.Phone Dirk 0837935966, Syd 0834072894 or Mike 0834481630..Our office 044-3823555",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5441142.jpg?v=4224972733
130,488,488,99995.0,2013 Nissan Micra 1.2 Visia+ 5dr (d82) for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Nissan-Micra-1.2-Visia-5dr-d82-Western-Cape-George/4462482/,nissan,nissan micra,99000.0,2013.0,grey,western cape,56.0,1.2,p,41.0,m,13.2,166.0,5.2,789.0,124.0,True,True,True,True,True,4.0,False,True,5.0,5.0,909.0,,"
ABS, Aircon, Electric Windows, Air bags, Full service record ","Estimated monthly payment is R 2 050 over 60 months with a 10% deposit of R 10 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4462482.jpg?v=3020852990
131,489,489,99995.0,2013 Nissan Micra 1.2 Visia+ 5dr (d82) for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Nissan-Micra-1.2-Visia-5dr-d82-Western-Cape-Milnerton/4844817/,nissan,nissan micra,79000.0,2013.0,silver,western cape,56.0,1.2,p,41.0,m,13.2,166.0,5.2,789.0,124.0,True,True,True,True,True,4.0,False,True,5.0,5.0,909.0,,"
ABS, Aircon, Radio, Full service record, Air bags, Alarm ",Great fuel saver! Ideal first / student car.- Full service history- No deposit Finance Available - Country wide delivery- We welcome trade in's- Extended 2 year mechanical breakdown warranty available- Please contact George Wilson 083 303 0500- Email: george@autohausangel.co.za- Call / Whatsapp To arrange a Test Drive*price does not include on road fee's and delivery costsSaturdays 8:30 - 1.00pmSee more vehicles via the link below...,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4844817.jpg?v=2604595711
132,491,491,99995.0,2015 Suzuki Swift 1.2 GA for sale in Western Cape,www.cars.co.za/for-sale/used/2015-Suzuki-Swift-1.2-GA-Western-Cape-Parow/5118697/,suzuki,suzuki swift,139660.0,2015.0,silver,western cape,63.0,1.2,p,42.0,m,12.6,160.0,5.3,793.0,126.0,True,True,True,True,True,2.0,False,True,5.0,5.0,960.0,,"
-
","Estimated monthly payment is R 2 050 over 60 months with a 10% deposit of R 10 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5118697.jpg?v=86663988
133,493,493,99995.0,2011 Hyundai i20 1.4 for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Hyundai-i20-1.4-Western-Cape-Cape-Town/5204337/,hyundai,hyundai i20,190000.0,2011.0,silver,western cape,74.0,1.4,p,45.0,m,11.6,180.0,5.8,776.0,138.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1033.0,,"
-
","Estimated monthly payment is R 2 050 over 60 months with a 10% deposit of R 10 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
134,495,495,99995.0,2014 Chevrolet Aveo 1.6 L 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Chevrolet-Aveo-1.6-L-5dr-Western-Cape-Claremont/5278499/,chevrolet,chevrolet aveo,35024.0,2014.0,silver,western cape,77.0,1.6,p,45.0,m,11.5,184.0,7.3,616.0,173.0,True,False,False,True,True,2.0,False,True,5.0,5.0,1090.0,,"
-
",,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5278499.jpg?v=3567142868
135,498,498,99995.0,2016 Datsun Go 1.2 LUX (AB) for sale in Western Cape,www.cars.co.za/for-sale/used/2016-Datsun-Go-1.2-LUX-AB-Western-Cape-Bellville/5371895/,datsun,datsun go,58000.0,2016.0,grey,western cape,50.0,1.2,p,35.0,m,13.3,161.0,5.2,673.0,123.0,False,False,False,True,False,1.0,False,True,5.0,5.0,788.0,,"
Air bags, Aircon, Radio ","Finance Available AND Trade-ins Welcome. Terms and conditions apply, errors and omissions excepted. Please click (More ads from this seller) to view more vehicles for sale at AUTOSPOT or visit www.autospot.co.zaAUTOSPOT, 68 STRAND ROAD STIKLAND, BELLVILLE021 949 0002 OR 0861 668 622 TOLL FREEPAUL - 082 724 6711 (Available on WhatsApp)OOM PIET - 082 489 8368GAVIN - 082 979 3429 (Available on WhatsApp)FRANCOIS – 081 714 8760 (Available on WhatsApp)",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5371895.jpg?v=199387735
136,499,499,99995.0,2014 Kia Picanto 1.0 Lx for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Kia-Picanto-1.0-Lx-Western-Cape-Parow/5382571/,kia,kia picanto,89800.0,2014.0,silver,western cape,51.0,1.0,p,35.0,m,14.0,155.0,4.9,714.0,117.0,False,False,False,True,True,2.0,False,True,5.0,5.0,940.0,,"
Air Conditioning,Airbags,Auxiliary Audio Input,Central Locking,Electric Windows,Fog Lights,Power Steering,Radio/CD,USB Input ","50 Point safety inspections are done on all our out of warranty vehicles. We pride ourselves on our service and take great care to source superbly looked after vehicles. Finance is arranged and trade in’s are very welcome. We can deliver country wide at a cost. Our sales staff are always happy to help with a demo at your home or office.Please call Charlie 078 371 9737, Gavin 084 727 8630 or our office 0861 7777 66 for assistance.",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5382571.jpg?v=2390435414
