,id,price,heading,link,make,model,odometer_km,year,colour,location,doors,fuel_consumption_lpkm,engine_power_max_kW,engine_size_l,engine_fuel_type,engine_fuel_tank_l,engine_transmission,performace_0_to_100_s,performace_speed_max_kmph,economy_fuel_consumption_lpkm,economy_fuel_range_km,economy_CO2_gpkm,safety_ABS,safety_EBD,safety_brake_assist,safety_driver_airbag,safety_passenger_airbag,safety_airbag_quantity,features_bluetooth,features_aircon,specs_doors,specs_seats,specs_kerb_weight,history_num_owners,options,description,img_link
405,405,84995.0,2012 Chevrolet Spark 1.2 L 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Chevrolet-Spark-1.2-L-5dr-Western-Cape-Tygervalley/5400279/"">
Chevrolet Spark 1.2 L 5dr </a>",Chevrolet,Chevrolet Spark,76716.0,2012.0,silver,western cape,,,60.0,1.2,p,35.0,m,,164.0,5.4,648.0,129.0,True,True,False,True,True,2.0,False,True,5.0,4.0,970.0,,,"Estimated monthly payment is R 1 740 over 60 months with a 10% deposit of R 8 500
at a rate of 13% (PRIME + 3%) -
Recalculate?",
406,406,85000.0,2006 Toyota Yaris T3 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2006-Toyota-Yaris-T3-5dr-Western-Cape-Diep-River/5172445/"">
Toyota Yaris T3 5dr </a>",Toyota,Toyota Yaris,136000.0,2006.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"2006 Toyota Yaris T3Only 136000kmFull Service HistoryAirconPower steeringRadio, cdBluetooth parrot systemAuxiliary portSmash and Grab Safety FilmExcellent ConditionR85000Finance can be arrangedTrade ins welcomeCALL 0218231717Info@thecaremporium.co.zawww.car-emporium.co.za15 MAIN ROAD, DIEP RIVER, CAPE TOWNThe Car Emporium""For the Love of Cars""",
407,407,85000.0,2012 Ford Figo 1.4 Trend for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2012-Ford-Figo-1.4-Trend-Western-Cape-Cape-Town/5452590/"">
Ford Figo 1.4 Trend </a>",Ford,Ford Figo,60000.0,2012.0,sea grey,western cape,,,62.0,1.4,p,45.0,m,,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1090.0,,,Please contact us for a full list of features or to book your personalised test-drive today. AUDI CENTRE CAPE TOWN021-409 2900Trade-ins welcome . Come have a look or phone us for a test drive. In-house finance facilities available. Price excludes documentation and registration costs and accessories.,
408,408,85750.0,2013 Peugeot 208 1.2 Vti Access 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Peugeot-208-1.2-Vti-Access-5dr-Western-Cape-Parow/4360788/"">
Peugeot 208 1.2 Vti Access 5dr </a>",Peugeot,Peugeot 208,101000.0,2013.0,grey,western cape,,,60.0,1.2,p,50.0,m,,175.0,4.5,1111.0,104.0,True,True,True,True,True,2.0,True,True,5.0,5.0,975.0,,,"Contact Mareldia 081 359 9123,J.C. 084 5709 124,Dwayne 071 771 4747 landline 021-5920943 We offer finance through all the major banks.Trade-ins welcome.www.alpenauto.co.zaCheck out our Facebook page Alpen Autohaus CC",
409,409,85950.0,2011 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2011-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Cape-Town/5455992/"">
Volkswagen Polo Vivo 1.4 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,145000.0,2011.0,deep black pearl,western cape,,,55.0,1.4,p,45.0,m,,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,,"AM/FM stereo radio Antenna Roof-mounted antenna Driver Vanity Mirror Driver-side vanity mirror Front Wipers Intermittent wipers Fuel Door Operation Remote fuel-filler door release 4 speakers Passenger Vanity Mirror Front passenger-side vanity mirror Power Door Locks Rear-seat ventilation ducts Rear View Mirror Rear Wipers Rear window wiper Steering Wheel Adjustment We can arrange delivery to any destination in SA ,This vehicle is an absolute steal and priced to go,Come and visit our dealership for a great selection of new and used cars for sale,",
410,410,85999.0,2005 Honda Jazz 1.4i Dsi A/t for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2005-Honda-Jazz-1.4i-Dsi-At-Western-Cape-Athlone/5334413/"">
Honda Jazz 1.4i Dsi A/t </a>",Honda,Honda Jazz,131000.0,2005.0,silver,western cape,,,,,p,,a,,,,,,False,False,False,False,False,,False,False,,,,,,Excellent Condition,
411,411,87950.0,2012 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2012-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Cape-Town/5346487/"">
Volkswagen Polo Vivo 1.4 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,169500.0,2012.0,silver,western cape,,,55.0,1.4,p,45.0,m,,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,,,
412,412,89900.0,2011 Nissan Micra 1.2 Visia+ 5dr (d82) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-Nissan-Micra-1.2-Visia-5dr-d82-Western-Cape-Mossel-Bay/5255405/"">
Nissan Micra 1.2 Visia+ 5dr (d82) </a>",Nissan,Nissan Micra,80000.0,2011.0,silver,western cape,,,56.0,1.2,p,41.0,m,,166.0,5.2,789.0,124.0,True,True,True,True,True,4.0,False,True,5.0,5.0,909.0,,,Full service history. One owner vehicle. Very low kilometres for the year model.,
413,413,89900.0,2009 Hyundai i20 1.4 for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-Hyundai-i20-1.4-Western-Cape/5341831/"">
Hyundai i20 1.4 </a>",Hyundai,Hyundai i20,170726.0,2009.0,black,western cape,,,74.0,1.4,p,45.0,m,,180.0,5.8,776.0,138.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1033.0,,,"Hyundai i20 1.4i 6 Speed. This vehicle boasts a full service history , only 170000 km and last service done at 164000km. Extras include, Cruise control, Smash and grab tint. Multi function steering . Very well maintained vehicle with a neat black cloth interior. 2009Fuel consumption 20km/L or 5L/100km or on highway use. Tank capacity 45L and service interval’s 15000km.FINANCE AVAILABLE WITH ALL THE MAJOR BANKS.Same day APPROVAL and DELIVERY, call us to get pre-approved.CALL US WE DO DEALS!TRADE INS WECOME.	We can bring the vehicle to you if you are a serious buyer.Call now and I will make a deal to suit your pocket! Finance available, on 2009 year models onwards.ALPINE AUTOHAUS www.alpineautohaus.co.za021-5100479 or 021-5100781SEAN HESS -- 0723877157 DANIEL VAN NEEL -- 0840344808 SEAN HERHOLDT -- 0829246997 JURIE SWART -- 0743636681",
414,414,89900.0,2017 Datsun Go 1.2 LUX (AB) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Datsun-Go-1.2-LUX-AB-Western-Cape-Milnerton/5380633/"">
Datsun Go 1.2 LUX (AB) </a>",Datsun,Datsun Go,45536.0,2017.0,grey,western cape,,,50.0,1.2,p,35.0,m,,161.0,5.2,673.0,123.0,False,False,False,True,False,1.0,False,True,5.0,5.0,788.0,,,"Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 8 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
415,415,89900.0,2014 Hyundai i10 1.1 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Hyundai-i10-1.1-Gls-Western-Cape-Strand/5400659/"">
Hyundai i10 1.1 Gls </a>",Hyundai,Hyundai i10,106532.0,2014.0,metallic sleek silver,western cape,,,50.0,1.1,p,35.0,m,,153.0,4.8,729.0,114.0,False,False,False,True,False,1.0,False,True,5.0,5.0,880.0,,,"Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 8 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
416,416,89900.0,2016 TATA Indica Vista 1.4 INI Bounce for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2016-TATA-Indica-Vista-1.4-INI-Bounce-Western-Cape-Diep-River/5406113/"">
TATA Indica Vista 1.4 INI Bounce </a>",TATA,TATA Indica,43251.0,2016.0,infinity blacktat912,western cape,,,55.0,1.4,p,44.0,m,,150.0,6.7,657.0,159.0,False,False,False,False,False,,False,True,5.0,5.0,1035.0,,,"Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 8 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
417,417,89900.0,2000 Volkswagen Polo 1.6 Comfortline for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2000-Volkswagen-Polo-1.6-Comfortline-Western-Cape-Somerset-West/5420373/"">
Volkswagen Polo 1.6 Comfortline </a>",Volkswagen,Volkswagen Polo,141000.0,2000.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,,
418,418,89900.0,2011 Nissan Micra 1.5 Tekna 5dr (d85) Manual for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-Nissan-Micra-1.5-Tekna-5dr-d85-Manual-Western-Cape-Milnerton/5444622/"">
Nissan Micra 1.5 Tekna 5dr (d85) Manual </a>",Nissan,Nissan Micra,84700.0,2011.0,grey,western cape,,,73.0,1.5,p,41.0,m,,180.0,6.3,651.0,150.0,True,True,True,True,True,6.0,True,True,5.0,5.0,954.0,,,"We are so confident in the quality of this car, we offer a 7-day/700km return policy; Vehicle features include: Smash & Grab / Bluetooth / Auxiliary / 15” Alloys // getWorth certified; finance available; nationwide delivery; Trade-ins welcome; price excludes service & delivery fee; please make an appointment to view.",
419,419,89950.0,2008 Volvo C30 2.0 Very Clean Full SVC History Low Kms for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-Volvo-C30-2.0-Very-Clean-Full-SVC-History-Low-Kms-Western-Cape-Milnerton/4610803/"">
Volvo C30 2.0 Very Clean Full SVC History Low </a>",Volvo,Volvo C30,98700.0,2008.0,grey,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"2008 Volvo C30 2.0 Manual Hatch,A Style all on its own, Well Maintained in grey with Light Grey Leather Interior.Full Service History with Low KMSFull House, Including Power Steering, Electric Windows and Mirrors, Cruise Control, radio/CD Player, Multifunction Steering Wheel Extended 2 year warranty available with all vehicles purchased from us.We can arrange finance and assist with trade ins too.Please Call Paul on 021-5554752 or 0767584542 to view by appointment only.PLEASE NOTE....All our vehicles are priced to sell and exclude on the road fees.",
420,420,89950.0,2011 Opel Corsa 1.4 Colour 3dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-Opel-Corsa-1.4-Colour-3dr-Western-Cape-Plumstead/5415723/"">
Opel Corsa 1.4 Colour 3dr </a>",Opel,Opel Corsa,125000.0,2011.0,black,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,Great value Economical 3 door sporty car,
421,421,89990.0,2010 Ford Figo 1.4 Trend for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Ford-Figo-1.4-Trend-Western-Cape-Brackenfell/4480313/"">
Ford Figo 1.4 Trend </a>",Ford,Ford Figo,165203.0,2010.0,silver,western cape,,,62.0,1.4,p,45.0,m,,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1090.0,,,2010 Ford Figo 1.4 Trendline.,
422,422,89990.0,2012 Ford Figo 1.4 Trend for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Ford-Figo-1.4-Trend-Western-Cape-Bellville/5023778/"">
Ford Figo 1.4 Trend </a>",Ford,Ford Figo,137612.0,2012.0,grey,western cape,,,62.0,1.4,p,45.0,m,,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1090.0,,,A/CON P/S ABS A/BAGS C/L E/W MAGS R/CD AUX FULL SERVICE HISTORY,
423,423,89990.0,2012 Chevrolet Spark 1.2 Ls 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2012-Chevrolet-Spark-1.2-Ls-5dr-Western-Cape-Bellville/5163259/"">
Chevrolet Spark 1.2 Ls 5dr </a>",Chevrolet,Chevrolet Spark,121000.0,2012.0,silver,western cape,,,60.0,1.2,p,35.0,m,,164.0,5.4,648.0,129.0,True,True,False,True,True,2.0,False,True,5.0,4.0,970.0,,,very light on fuel like new .,
424,424,89990.0,2012 Hyundai i10 1.25 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2012-Hyundai-i10-1.25-Gls-Western-Cape-Bellville/5401843/"">
Hyundai i10 1.25 Gls </a>",Hyundai,Hyundai i10,142000.0,2012.0,silver,western cape,,,64.0,1.2,p,35.0,m,,169.0,4.7,745.0,113.0,True,True,False,True,True,2.0,False,True,5.0,5.0,885.0,,,"bluetooth,very light on fuel,like new",
425,425,89995.0,2011 Nissan Micra 1.5 Dci Acenta 5dr (d70) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2011-Nissan-Micra-1.5-Dci-Acenta-5dr-d70-Western-Cape-Cape-Town/1307051/"">
Nissan Micra 1.5 Dci Acenta 5dr (d70) </a>",Nissan,Nissan Micra,128010.0,2011.0,silver,western cape,,,,,d,,m,,,,,,False,False,False,False,False,,False,False,,,,,,Wingfield Motors Multi-Point Checks.One of a Kind After Sales Service.Superbly looked after vehicles only.Wingfield makes friends with all customers.We can arrange Finance & Insurance for you.We will trade your car.We will create a pleasant buying experience.,
426,426,89995.0,2013 Opel Corsa 1.4 Essentia 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Opel-Corsa-1.4-Essentia-5dr-Western-Cape-Cape-Town/2649588/"">
Opel Corsa 1.4 Essentia 5dr </a>",Opel,Opel Corsa,148900.0,2013.0,silver,western cape,,,74.0,1.4,p,45.0,m,,173.0,5.8,776.0,136.0,True,True,True,True,True,2.0,True,True,5.0,5.0,1130.0,,,"We have over 120 cars in stock and offer in house finance (NO BANKS INVOLVED) you pay direct to us, for more info on this option or on any of our or vehicles please contact Geo 0822699882 or Amier 066979650 or 021-4652675",
427,427,89995.0,2014 Peugeot 107 Urban for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Peugeot-107-Urban-Western-Cape-Parow/4769187/"">
Peugeot 107 Urban </a>",Peugeot,Peugeot 107,86000.0,2014.0,charcoal,western cape,,,50.0,1.0,p,35.0,m,,160.0,4.3,814.0,99.0,True,True,False,True,True,4.0,False,True,5.0,4.0,830.0,,,Peugeot 107 Trendy***EXCELLENT CONDITION***Trade-ins acceptedEasy Finance availableNation wide deliveryFOR APPLICATION PLEASE BRING OR EMAIL THE FOLLOWING DOCUMENTS:# Copy of ID & Drivers License# 3 Months Bank Statements# 3 Latest Payslipsstuart@autohotspot.co.za,
428,428,89995.0,2008 MINI Cooper for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-MINI-Cooper-Western-Cape-Bellville/5043980/"">
MINI Cooper </a>",MINI,MINI Cooper,124500.0,2008.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"FSH, A/C, P/S, C/L, E/W, Radio/Cd, Multi-functional steering wheel, Alloy wheels and more.Really clean well priced mini.Call Andrew NOW!!! on 082 357 4616.FULL SERVICE RECORD.",
429,429,89995.0,2008 Volkswagen Polo 1.6 Comfortline A/t for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-Volkswagen-Polo-1.6-Comfortline-At-Western-Cape-Cape-Town/5194035/"">
Volkswagen Polo 1.6 Comfortline A/t </a>",Volkswagen,Volkswagen Polo,204000.0,2008.0,silver,western cape,,,77.0,1.6,p,45.0,a,,187.0,7.4,,,True,True,True,True,True,2.0,True,True,5.0,5.0,1199.0,,,"This is a very reliable vehicle and drives very well , it is in a good condition inside and out. all paperwork in order and licence upto date , we have over 130 cars available for you to choose from . we also offer IN-HOUSE finance where you get to PAY DIRECTLY TO US with no banks involved (BANK FINANCE ALSO AVAILABLE)AMIER 0662979650OFFICE 0214652675",
430,430,89995.0,2011 Peugeot 207 1.4 Vvt Active for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-Peugeot-207-1.4-Vvt-Active-Western-Cape-Bellville/5206317/"">
Peugeot 207 1.4 Vvt Active </a>",Peugeot,Peugeot 207,131600.0,2011.0,grey,western cape,,,70.0,1.4,p,50.0,m,,185.0,5.8,862.0,135.0,True,True,True,True,True,4.0,False,True,5.0,5.0,1157.0,,,Finance AvailableTrade Ins WelcomeCountrywide Delivery can be arrangedContact Petrie 0792752906 to arrange a test drive today !,
431,431,89995.0,2013 Peugeot 207 1.4 Popart 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Peugeot-207-1.4-Popart-5dr-Western-Cape-Tygervalley/5253357/"">
Peugeot 207 1.4 Popart 5dr </a>",Peugeot,Peugeot 207,113000.0,2013.0,silver,western cape,,,54.0,1.4,p,50.0,m,,167.0,6.3,794.0,145.0,True,True,True,True,True,2.0,False,True,5.0,5.0,1157.0,,,"Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 9 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
432,432,89995.0,2010 Hyundai i10 Hyundai 1.2 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Hyundai-i10-Hyundai-1.2-Gls-Western-Cape-Bellville/5365871/"">
Hyundai i10 Hyundai 1.2 Gls </a>",Hyundai,Hyundai i10,93000.0,2010.0,silver,western cape,,,55.0,1.2,p,35.0,m,,163.0,5.6,625.0,132.0,False,False,False,False,False,,False,True,5.0,5.0,880.0,,,"Air Conditioning,Airbags,Alloy Wheels,Electric Windows,Full Service History,Manual,Power Steering,Radio/CDBUSINESS HOURS:MON – FRI: 08:00 – 17:00SATURDAY: 09:00 – 13:00Email: gert@cheapercars.co.zaWebsite: www.cheapercars.co.zaWe do FINANCE - Requirements for finance application are:* Three months bank statements* Latest payslip* Copy of ID* Copy of Drivers Licence* Proof of addressWe welcome trade insIF YOU LIKE THIS ONE, CONTACT US TODAY!021 949 3394, 083 7099 516",
433,433,89995.0,2014 Peugeot 107 Urban for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Peugeot-107-Urban-Western-Cape-Milnerton/5367099/"">
Peugeot 107 Urban </a>",Peugeot,Peugeot 107,38000.0,2014.0,grey / charcoal,western cape,,,50.0,1.0,p,35.0,m,,160.0,4.3,814.0,99.0,True,True,False,True,True,4.0,False,True,5.0,4.0,830.0,,,AMAZING CONDITION AND VERY LOW KMS!!- No deposit Finance arranged - Country wide delivery- We welcome trade in's- Extended 2 year mechanical breakdown warranty available- Please contact George Wilson 083 303 0500- Email: george@autohausangel.co.za- Call / Whatsapp To arrange a Test Drive *price does not include on road fee's and delivery costsSaturdays 8:30 - 1.00pm See more vehicles via the link below...,
434,434,89995.0,2014 Hyundai i10 1.1 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Hyundai-i10-1.1-Gls-Western-Cape-Tokai/5370715/"">
Hyundai i10 1.1 Gls </a>",Hyundai,Hyundai i10,60000.0,2014.0,silver,western cape,,,50.0,1.1,p,35.0,m,,153.0,4.8,729.0,114.0,False,False,False,True,False,1.0,False,True,5.0,5.0,880.0,,,"Clean 2014 Hyundai i10 1.1 GLS Motion with 60,000km and full agents service history.Air con, power steering, electric windows, great tyres, multi functional steering wheel, CD front loader etc.R89,995. Finance available. Call Devon at Pengelly Autos 021 7011986 or 0825364216 anytime. Pengelly Autos hand pick their vehicles, only buying from the owner. We do not buy from auctions, repos etc. We are a financial service provider (FSP no: 22186). Situated at 292 Main Rd, Tokai. We offer finance through all the major banks as well as offering extended warranties, insurance etc. We also accept trade ins. Website www.pengellyautos.co.za To apply for finance, please click on the finance tab on our website.",
435,435,89995.0,2013 Renault Sandero 1.6 Stepway for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Renault-Sandero-1.6-Stepway-Western-Cape-Cape-Town/5374519/"">
Renault Sandero 1.6 Stepway </a>",Renault,Renault Sandero,144000.0,2013.0,black,western cape,,,64.0,1.6,p,50.0,m,,175.0,7.5,667.0,180.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1048.0,,,"This is a very reliable vehicle and drives very well , it is in a good condition inside and out. all paperwork in order and licence upto date , we have over 130 cars available for you to choose from . we also offer IN-HOUSE finance where you get to PAY DIRECTLY TO US with no banks involved (BANK FINANCE ALSO AVAILABLE)AMIER 0662979650GEO 0822699882OFFICE 0214652675",
436,436,89995.0,2010 Hyundai i10 1.2 Gls Hs for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Hyundai-i10-1.2-Gls-Hs-Western-Cape-Kuils-River/5395267/"">
Hyundai i10 1.2 Gls Hs </a>",Hyundai,Hyundai i10,179000.0,2010.0,silver,western cape,,,55.0,1.2,p,35.0,m,,163.0,5.6,625.0,132.0,True,True,False,True,True,2.0,False,True,5.0,5.0,880.0,,,"Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 9 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
437,437,89995.0,2009 Honda Civic 1.8i-vtec Exi 5dr Good Condition 1 owner for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-Honda-Civic-1.8i-vtec-Exi-5dr-Good-Condition-1-owner-Western-Cape-Somerset-West/5396489/"">
Honda Civic 1.8i-vtec Exi 5dr Good Condition </a>",Honda,Honda Civic,176850.0,2009.0,black,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"Helderberg Auto TradersSomerset West: Tel: 021 852 5445/7AFTER HOURS: Gasia 072 394 6967Philip 065 965 1364Ash 079 734 2870Finance can be arrangedNo Deposit requiredNo License requiredUp to 60 months to pay2 Year Motor Warranty Plan availableWe also stock Toyota, Volkswagen, BMW, Audi and much moreWe also buy cars for Cash and trade-ins welcome!Terms and Conditions applyQuality, reliability and service is our pride…Affordability is our priority",
438,438,89995.0,2008 Mazda 3 1.6 Sport Original for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-Mazda-3-1.6-Sport-Original-Western-Cape-Goodwood/5428665/"">
Mazda 3 1.6 Sport Original </a>",Mazda,Mazda 3,186000.0,2008.0,grey,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"cloth interior,central locking,aircon,cd player,mfs,electric windows & mirrors,mag wheels",
439,439,89995.0,2014 Fiat Punto 1.4 Base Easy 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Fiat-Punto-1.4-Base-Easy-5-Door-Western-Cape-Cape-Town/5439429/"">
Fiat Punto 1.4 Base Easy 5-Door </a>",Fiat,Fiat Punto,81105.0,2014.0,grey,western cape,,,57.0,1.4,p,45.0,m,,165.0,5.7,790.0,132.0,True,True,False,True,True,5.0,False,True,5.0,5.0,1040.0,,,"Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 9 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
440,440,89995.0,2017 TATA Indica 1.4 Le Ltd for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-TATA-Indica-1.4-Le-Ltd-Western-Cape-Parow/5444158/"">
TATA Indica 1.4 Le Ltd </a>",TATA,TATA Indica,36000.0,2017.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,Service Plan till 47.500km or 20/05/2020. Warranty till 100.000km or 20/08/2020.We pride ourselves on our service and take great care to source superbly looked after vehicles. Finance is arranged and trade in’s are very welcome. We can deliver country wide at a cost. Our sales staff are always happy to help with a demo at your home or office.Please call Charlie 078 371 9737 or our office 0861 7777 66 for assistance.,
441,441,89995.0,2012 Hyundai i10 1.1 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Hyundai-i10-1.1-Gls-Western-Cape-Paarl/5451156/"">
Hyundai i10 1.1 Gls </a>",Hyundai,Hyundai i10,118500.0,2012.0,silver,western cape,,,50.0,1.1,p,35.0,m,,153.0,4.8,729.0,114.0,False,False,False,True,False,1.0,False,True,5.0,5.0,880.0,,,"Thank you for taking the time to view our vehicle * Contact us FOR THE BEST VEHICLE DEAL EVER * Finance available and trade ins are welcome * We deal with all the major banks and same day delivery is possible * Nationwide Delivery Available * Excluding on the road costs * Admin, delivery, registration and vehicle license fees",
442,442,89995.0,2015 Peugeot 107 Urban for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Peugeot-107-Urban-Western-Cape-Cape-Town/5451666/"">
Peugeot 107 Urban </a>",Peugeot,Peugeot 107,84369.0,2015.0,silver,western cape,,,50.0,1.0,p,35.0,m,,160.0,4.3,814.0,99.0,True,True,False,True,True,4.0,False,True,5.0,4.0,830.0,,,"2014 PEUGEOT 107 URBAN, 85000KMS, CLOTH INTERIOR, MANUAL TRANSMISSION, AIRCON, AIRBAGS, POWER STEERING, CD PLAYER, IN EXCELLENT CONDITION. Trade ins Welcome, Finance Available. (Price excludes license, registration, document and delivery fees.)Wesley 0826104330 wesley@sjcars.co.za | Craig - 064 189 1964 craig@sjcars.co.za | TK 0813164460 tk@sjcars.co.za",
443,443,89995.0,2010 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Wynberg/5455426/"">
Volkswagen Polo Vivo 1.4 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,177914.0,2010.0,silver,western cape,,,55.0,1.4,p,45.0,m,,171.0,6.2,,147.0,True,True,True,True,True,2.0,True,True,5.0,5.0,1049.0,,,"Great Condition,Full service History,with Aircon, A very popular hatch back in the South African market, safe, reliable, econimical and practical. If you're in the market for a Polo look no further, this one is for you. Get down to our showroom now to view and test drive.2yr Prestige unlimited kilometre extended warranties and Finance available at all major banks. Trade ins welcome. Buy with confidence at a Blue Chip Dealer @ www.DrivingForce.biz Contact: Danny 0824254253 Kenny 083659000 Tony 0721474085 o/h 0217616757Driving Force360 Main Road, Wynberg021 761 6757www.drivingforce.bizProudly a member of the Blue Chip Group! Buy with Confidence",
444,444,92995.0,2013 Chevrolet Sonic 1.6 Ls 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Chevrolet-Sonic-1.6-Ls-5dr-Western-Cape-Tygervalley/5208003/"">
Chevrolet Sonic 1.6 Ls 5dr </a>",Chevrolet,Chevrolet Sonic,99800.0,2013.0,silver,western cape,,,85.0,1.6,p,46.0,m,,189.0,6.5,708.0,155.0,True,True,False,True,True,4.0,True,True,5.0,5.0,1170.0,,,"Estimated monthly payment is R 1 900 over 60 months with a 10% deposit of R 9 300
at a rate of 13% (PRIME + 3%) -
Recalculate?",
